"year","month","day","question_count"
2011,2,5,10
2019,11,24,93
2011,4,3,18
2011,4,12,16
2020,1,8,149
2020,2,9,99
2017,2,15,176
2010,1,16,4
2010,7,5,8
2014,1,16,95
2010,7,30,13
2013,4,7,28
2021,6,3,189
2012,2,1,30
2018,5,28,162
2019,6,20,182
2017,6,23,172
2012,3,2,42
2009,10,31,4
2013,4,24,83
2009,11,15,1
2015,1,2,37
2017,8,22,183
2012,5,28,21
2009,9,6,2
2015,1,29,119
2017,9,15,157
2012,7,1,16
2014,9,12,86
2010,2,17,7
2017,10,4,183
2014,11,11,84
2016,8,6,71
2014,11,27,83
2018,3,22,212
2020,8,5,196
2014,11,28,95
2019,8,18,72
2019,8,19,154
2012,5,10,32
2014,12,18,105
2019,8,25,60
2012,5,11,33
2014,6,14,37
2011,12,1,39
2011,11,26,11
2020,5,16,131
2013,12,22,20
2013,12,30,56
2014,1,6,66
2010,9,29,13
2014,2,16,57
2014,2,17,102
2010,3,15,5
2016,12,14,144
2012,2,19,18
2012,2,21,32
2010,6,5,4
2012,2,26,17
2019,9,8,73
2010,8,6,18
2014,11,2,60
2015,7,18,63
2010,7,23,7
2015,7,19,82
2013,6,6,66
2020,9,23,215
2016,10,15,67
2010,9,22,10
2012,4,9,27
2019,11,7,174
2020,9,14,161
2017,8,29,169
2015,1,12,109
2016,10,31,131
2010,11,28,7
2013,8,15,91
2021,5,14,171
2015,9,8,127
2015,9,9,121
2021,6,5,100
2012,8,17,39
2020,10,31,94
2012,9,17,49
2012,9,18,52
2012,9,19,38
2012,9,25,36
2012,10,8,35
2020,11,3,177
2012,11,14,61
2012,12,7,72
2017,10,13,169
2014,3,15,54
2015,5,26,137
2021,3,15,167
2020,1,9,161
2011,2,23,16
2014,3,31,108
2014,4,15,107
2019,12,30,108
2011,5,3,16
2014,5,4,55
2014,5,14,91
2011,5,27,17
2021,6,30,150
2018,11,1,159
2016,2,10,143
2019,12,5,171
2017,12,1,179
2015,5,1,122
2017,12,3,91
2013,9,5,54
2018,6,12,191
2018,8,20,159
2015,11,24,152
2018,9,10,153
2011,4,22,16
2017,1,17,139
2017,1,18,156
2011,4,29,22
2011,5,2,17
2017,12,20,150
2017,12,21,145
2011,6,11,3
2011,6,13,14
2015,5,20,163
2019,5,2,167
2013,9,17,71
2016,5,30,129
2016,6,1,159
2019,5,12,72
2010,10,16,4
2019,10,23,166
2014,2,14,100
2019,5,17,178
2013,10,2,74
2016,6,16,172
2013,10,12,40
2019,6,13,154
2013,10,27,45
2016,7,22,132
2012,1,9,19
2012,2,4,15
2017,6,8,172
2012,2,9,34
2014,10,24,112
2020,5,24,129
2020,7,16,200
2011,12,7,38
2017,11,12,88
2017,11,17,152
2015,4,27,130
2020,11,28,100
2013,1,16,70
2015,6,4,142
2018,1,22,176
2020,12,7,192
2021,3,23,201
2018,2,25,85
2018,2,28,199
2017,5,8,162
2011,12,20,16
2021,3,3,210
2018,2,18,99
2021,3,5,166
2013,2,26,74
2015,7,24,140
2021,5,29,77
2018,5,10,171
2015,8,23,64
2018,8,12,62
2018,10,11,162
2021,8,14,75
2009,8,12,2
2018,5,20,86
2016,7,29,146
2018,11,24,89
2019,2,10,118
2016,4,24,85
2019,2,20,185
2018,12,5,178
2016,3,4,124
2016,3,9,170
2016,7,26,162
2016,8,15,136
2019,12,22,56
2017,8,20,76
2013,3,15,65
2017,2,5,72
2020,2,12,192
2011,6,5,16
2014,5,21,94
2020,2,27,220
2011,7,23,6
2017,3,31,155
2011,9,29,19
2014,8,13,102
2011,10,25,24
2017,4,22,85
2011,10,28,25
2020,5,9,153
2020,4,11,155
2011,1,12,4
2011,2,2,16
2016,12,21,106
2017,1,5,128
2011,3,13,3
2019,11,26,187
2011,4,11,18
2020,1,6,128
2014,5,6,101
2011,5,9,11
2011,6,23,21
2019,7,11,191
2016,8,18,131
2013,12,9,84
2016,8,25,143
2010,5,2,3
2019,9,5,159
2016,9,18,69
2014,1,18,41
2015,8,30,70
2013,4,8,76
2016,6,26,66
2015,9,1,115
2021,4,16,172
2013,4,18,77
2012,3,5,36
2009,10,13,3
2013,11,11,74
2017,6,28,182
2013,4,25,75
2012,5,29,40
2009,10,11,1
2014,9,9,80
2012,1,11,21
2020,10,8,199
2020,10,28,213
2012,3,23,23
2014,12,16,89
2013,5,14,73
2020,8,26,171
2017,8,10,191
2010,5,17,4
2014,6,2,81
2017,3,1,166
2014,6,17,102
2020,3,27,226
2014,7,2,88
2017,3,26,66
2017,4,29,78
2011,11,28,13
2014,9,4,98
2017,5,18,147
2013,12,11,102
2010,4,19,11
2016,9,8,125
2010,7,11,5
2016,9,25,83
2014,1,25,39
2019,9,30,158
2010,8,24,8
2010,10,1,11
2010,2,10,3
2010,12,29,5
2014,3,7,106
2017,5,25,160
2014,10,4,55
2010,5,12,9
2019,8,24,59
2014,10,9,126
2012,2,24,40
2014,1,8,86
2017,7,7,167
2019,9,23,141
2014,11,3,104
2016,9,28,154
2014,11,5,103
2020,6,5,198
2020,8,29,95
2020,9,22,182
2013,6,7,63
2019,10,3,175
2012,6,15,43
2010,9,5,2
2018,3,28,212
2015,1,20,110
2016,10,14,141
2017,9,6,193
2020,10,18,115
2014,11,23,55
2010,11,1,10
2016,11,7,119
2017,8,7,193
2020,8,22,82
2016,11,20,65
2015,1,10,31
2017,9,21,182
2015,2,6,108
2012,7,8,11
2012,8,14,49
2019,10,30,182
2010,11,26,5
2013,1,1,18
2015,3,19,129
2013,8,21,73
2017,10,19,171
2013,1,3,70
2015,2,19,112
2012,9,7,48
2017,10,6,155
2012,9,10,33
2012,9,20,48
2012,10,10,38
2012,10,20,26
2015,2,21,72
2012,11,21,59
2012,12,17,48
2012,12,19,46
2019,1,30,203
2019,2,1,150
2019,4,23,182
2011,4,10,6
2009,12,28,2
2010,10,27,12
2010,3,29,4
2009,1,13,1
2011,1,3,4
2009,9,22,1
2009,12,21,2
2010,5,8,4
2010,5,28,5
2008,11,1,1
2009,8,30,1
2010,1,30,1
2019,5,1,145
2013,9,15,31
2013,9,16,75
2019,5,18,65
2019,10,7,155
2010,12,2,16
2014,3,5,102
2019,5,25,76
2013,10,22,79
2016,7,6,144
2019,7,18,188
2010,3,5,4
2017,6,13,203
2014,9,28,53
2012,2,10,31
2017,7,5,183
2012,3,20,24
2014,11,21,78
2019,5,26,71
2014,12,10,108
2017,8,3,199
2011,12,9,21
2015,3,3,132
2020,11,13,169
2012,12,31,25
2015,4,22,146
2017,11,26,110
2018,1,6,67
2013,1,19,27
2020,12,4,178
2020,12,5,112
2018,3,13,200
2021,5,6,188
2013,7,16,85
2014,9,20,49
2013,7,24,89
2016,6,17,149
2012,1,28,13
2021,3,6,109
2015,8,19,143
2015,8,20,162
2021,8,13,128
2020,4,7,211
2014,11,20,111
2017,11,1,165
2017,12,29,121
2018,5,23,202
2019,7,25,160
2021,3,7,100
2016,2,18,147
2016,2,25,161
2021,9,11,85
2016,1,28,145
2016,3,10,169
2019,3,26,177
2019,4,1,174
2019,7,8,146
2011,8,27,8
2013,3,17,37
2017,2,6,153
2017,2,7,159
2014,5,22,96
2011,7,20,16
2011,7,21,20
2017,3,17,169
2014,7,22,100
2020,4,18,158
2011,10,11,28
2014,7,29,112
2011,9,27,28
2017,4,6,184
2020,4,25,130
2020,5,7,232
2011,10,27,23
2016,12,5,132
2014,3,23,72
2014,4,5,64
2014,4,16,87
2014,5,5,114
2014,5,29,82
2014,5,30,86
2020,2,25,193
2014,5,31,48
2013,10,29,79
2009,9,15,6
2013,11,15,61
2010,4,15,6
2013,12,28,28
2019,10,6,84
2015,7,10,151
2012,2,28,35
2018,5,30,190
2018,6,1,170
2013,4,17,76
2009,10,14,3
2013,11,14,71
2009,11,14,3
2014,10,20,115
2020,6,7,144
2014,11,10,94
2015,1,3,50
2015,1,4,37
2012,5,27,16
2017,8,23,183
2020,9,13,100
2017,10,3,139
2010,2,16,6
2012,4,10,37
2014,12,19,83
2020,2,26,180
2014,6,15,49
2011,7,19,14
2011,8,12,24
2011,10,2,14
2011,11,9,25
2011,11,24,15
2016,8,17,167
2010,3,16,9
2010,7,14,7
2016,11,4,131
2016,11,5,61
2014,2,24,102
2016,11,30,147
2010,12,27,4
2011,1,31,11
2012,8,9,46
2019,8,10,53
2012,2,20,19
2014,10,10,98
2019,9,7,69
2012,3,21,38
2020,6,6,129
2013,5,24,62
2013,6,5,76
2010,8,14,4
2015,7,20,144
2017,9,5,152
2017,9,23,73
2012,7,9,44
2010,9,21,7
2013,8,5,67
2010,11,2,9
2017,8,4,168
2012,5,2,30
2010,11,21,3
2019,11,6,175
2017,8,5,61
2017,8,30,166
2015,2,3,117
2014,3,4,83
2019,11,17,81
2013,8,23,71
2018,4,11,188
2013,8,30,74
2013,8,31,32
2015,2,23,139
2020,11,4,190
2012,12,15,20
2012,8,24,47
2012,9,9,14
2012,9,24,39
2012,10,16,46
2012,10,24,64
2012,11,5,54
2012,11,16,41
2015,2,22,68
2016,11,23,135
2012,12,16,23
2011,1,15,5
2015,3,1,59
2011,2,15,18
2016,12,23,82
2018,1,30,188
2020,12,13,131
2018,2,6,180
2018,3,3,97
2011,9,20,25
2021,4,4,110
2013,6,16,25
2014,8,10,56
2011,10,19,35
2018,3,29,191
2011,12,26,12
2018,4,22,85
2015,10,9,134
2015,10,10,61
2020,6,17,215
2012,3,27,29
2018,7,20,133
2017,7,16,72
2018,10,1,160
2015,12,26,50
2016,1,3,67
2014,12,25,24
2020,9,4,158
2015,1,22,132
2012,7,20,44
2012,7,26,44
2015,3,28,65
2017,10,28,106
2021,1,16,85
2021,1,17,89
2021,2,15,137
2018,2,16,186
2018,12,25,28
2019,1,1,42
2016,3,19,81
2016,3,21,165
2016,3,26,63
2019,1,12,50
2019,1,21,165
2016,1,20,143
2019,2,22,180
2018,10,19,151
2021,9,21,139
2021,9,26,81
2021,9,27,139
2021,10,2,65
2019,3,2,78
2021,10,11,153
2016,5,17,146
2019,3,11,138
2021,10,27,161
2021,10,28,185
2018,10,26,123
2016,4,8,148
2019,2,2,78
2019,4,11,164
2009,7,7,1
2009,8,5,2
2009,12,13,3
2011,9,10,9
2011,1,5,5
2011,3,6,4
2009,7,24,3
2010,2,18,6
2010,2,25,8
2011,11,19,15
2008,9,18,1
2010,9,12,4
2010,5,14,6
2009,6,17,1
2010,6,7,4
2016,5,21,67
2019,5,5,75
2016,5,28,61
2019,5,14,152
2013,9,26,83
2019,5,15,157
2010,10,19,8
2016,11,1,132
2019,11,12,162
2016,6,13,128
2019,5,30,168
2016,7,10,60
2016,7,12,173
2019,7,14,70
2013,11,25,80
2010,2,3,8
2012,1,8,12
2012,2,15,34
2017,7,2,72
2012,3,17,11
2020,7,19,95
2020,7,20,187
2011,12,13,31
2012,12,28,33
2015,4,16,126
2017,11,15,183
2017,11,16,188
2015,5,31,88
2018,1,10,150
2018,2,27,187
2013,2,13,68
2021,3,28,101
2017,5,27,64
2012,1,25,31
2013,4,2,66
2009,6,1,2
2018,2,19,152
2015,7,6,155
2013,3,12,82
2013,7,1,64
2013,7,11,85
2015,8,14,123
2021,6,19,73
2018,8,14,169
2016,1,15,139
2021,8,16,163
2016,8,2,147
2020,1,22,172
2013,10,18,89
2013,11,1,80
2014,4,11,94
2020,2,5,190
2014,6,25,103
2020,4,21,220
2018,5,24,192
2018,8,15,152
2018,10,14,65
2016,1,16,68
2018,10,15,159
2018,12,12,148
2018,12,14,123
2016,7,21,177
2010,5,1,5
2014,8,31,41
2015,11,13,137
2020,1,23,174
2021,3,21,125
2011,5,15,9
2014,5,9,102
2020,2,14,169
2011,6,7,17
2011,6,8,22
2020,2,29,82
2017,2,21,151
2020,3,3,224
2017,3,2,163
2011,8,17,24
2014,7,18,87
2020,4,29,240
2014,8,7,95
2011,12,4,14
2017,5,2,182
2014,3,9,64
2011,4,8,17
2020,1,3,143
2014,4,26,42
2020,1,4,66
2014,5,18,44
2014,6,1,41
2009,11,19,2
2009,11,20,4
2009,12,25,4
2010,3,1,3
2010,3,26,4
2010,7,8,6
2019,9,12,167
2010,8,18,12
2010,8,19,11
2010,8,20,7
2010,9,7,9
2010,9,8,13
2009,8,26,2
2016,7,11,134
2012,3,6,34
2012,3,7,30
2021,4,19,174
2009,7,22,3
2020,9,9,157
2017,8,24,193
2013,11,10,54
2009,10,25,2
2009,12,17,1
2013,11,26,101
2019,7,29,159
2013,4,27,25
2010,1,11,5
2010,1,12,8
2011,3,14,20
2011,3,15,14
2015,6,20,78
2014,3,30,56
2016,12,30,81
2016,12,31,36
2020,2,8,97
2011,5,28,13
2011,6,21,22
2020,3,8,105
2011,7,10,13
2011,8,2,24
2020,4,8,216
2014,7,28,90
2018,9,28,135
2018,11,10,101
2017,10,22,95
2019,12,6,168
2011,4,14,11
2015,4,28,122
2015,4,29,152
2013,1,10,72
2018,4,13,155
2015,9,17,146
2015,9,19,57
2015,11,17,141
2018,8,26,75
2015,12,9,155
2011,5,20,11
2014,5,23,96
2017,12,22,124
2020,2,18,189
2020,12,23,127
2020,12,30,115
2011,8,21,6
2015,6,28,63
2013,2,17,36
2018,3,4,127
2011,9,19,19
2014,8,28,99
2017,6,4,83
2015,8,10,153
2018,5,3,163
2018,5,4,183
2018,7,3,191
2021,6,13,63
2015,10,19,141
2018,7,22,66
2018,7,29,68
2018,8,1,169
2020,7,6,183
2015,12,24,65
2020,8,6,192
2021,7,2,130
2012,4,19,40
2012,4,20,27
2021,7,11,54
2021,7,12,163
2012,5,19,9
2012,5,21,36
2021,7,27,175
2021,8,4,174
2012,6,19,50
2018,11,20,164
2017,9,30,75
2012,7,27,34
2017,10,29,76
2017,12,28,119
2021,1,7,139
2021,1,8,158
2015,6,10,136
2021,2,14,91
2016,3,20,63
2019,1,11,150
2016,3,28,104
2018,10,18,157
2016,5,7,65
2019,3,1,184
2021,10,1,136
2021,10,3,81
2018,10,25,147
2016,4,10,77
2019,2,3,91
2010,11,12,8
2009,2,2,1
2009,12,14,3
2009,2,27,2
2009,7,16,1
2010,4,16,5
2010,6,15,3
2010,1,24,3
2010,5,31,1
2010,12,19,1
2011,1,16,4
2009,8,31,3
2009,10,15,3
2010,2,24,4
2010,3,31,2
2010,5,15,2
2013,9,29,37
2016,5,20,119
2019,4,26,153
2019,4,29,145
2013,9,22,34
2016,6,6,135
2019,5,22,196
2016,10,24,166
2010,10,21,16
2019,5,29,186
2013,10,15,82
2016,7,19,164
2009,11,7,1
2009,12,10,3
2013,11,28,75
2016,8,13,68
2017,6,11,71
2012,2,14,30
2017,7,4,145
2020,7,21,184
2014,12,6,54
2020,8,17,182
2016,6,19,88
2020,5,14,215
2020,11,11,206
2012,12,29,26
2013,1,6,29
2015,4,15,141
2015,4,18,68
2017,11,22,168
2015,4,25,75
2015,5,28,129
2018,1,12,144
2018,1,17,187
2014,8,25,84
2013,3,27,72
2018,4,4,194
2013,7,23,76
2021,4,6,186
2013,3,2,44
2015,7,7,165
2021,5,2,113
2013,7,3,72
2013,7,5,54
2015,8,21,127
2021,8,9,110
2021,8,11,148
2019,8,7,176
2017,5,13,77
2015,2,16,119
2018,3,11,83
2021,6,2,200
2019,6,25,177
2019,2,5,170
2016,4,20,174
2016,1,18,138
2021,9,4,69
2021,9,9,143
2018,10,28,82
2016,2,28,69
2018,12,7,157
2018,12,10,152
2016,3,7,137
2018,12,20,125
2019,3,30,80
2010,3,23,6
2019,8,20,173
2019,11,19,173
2019,9,10,153
2017,2,10,156
2011,5,14,3
2020,1,31,145
2020,2,15,93
2020,3,15,97
2020,3,18,178
2017,3,6,160
2014,6,22,49
2019,6,8,75
2011,8,19,24
2011,9,12,21
2017,4,12,175
2011,10,13,26
2014,8,8,99
2016,12,3,57
2016,12,16,113
2014,3,24,94
2014,4,3,113
2011,3,8,13
2020,1,26,71
2014,5,16,65
2009,7,31,1
2019,6,18,167
2009,8,29,1
2019,6,28,130
2013,11,8,69
2009,12,7,4
2013,12,14,29
2016,9,13,117
2010,7,28,14
2019,9,20,138
2016,10,9,79
2013,4,13,31
2009,9,8,38
2015,9,6,59
2009,9,25,6
2017,7,9,67
2015,1,5,84
2020,9,12,103
2016,7,17,53
2009,10,8,5
2012,6,27,47
2015,1,30,129
2010,1,4,2
2017,9,16,90
2015,2,1,58
2019,7,28,78
2012,1,14,15
2009,12,20,2
2020,6,10,201
2013,5,4,22
2021,4,21,209
2010,2,23,7
2013,5,9,56
2017,7,24,171
2012,5,12,18
2014,12,21,51
2014,7,15,103
2011,9,2,20
2020,4,14,231
2014,8,18,85
2011,11,11,30
2010,3,30,8
2010,5,29,2
2010,6,18,7
2014,1,13,90
2016,10,4,145
2010,9,10,11
2014,2,9,55
2010,11,19,11
2011,1,26,10
2014,9,14,44
2012,8,11,14
2014,10,7,88
2010,6,25,7
2010,8,7,3
2012,6,12,41
2013,6,4,69
2017,9,3,64
2013,6,9,33
2014,2,4,114
2013,7,30,63
2010,9,20,8
2012,7,11,43
2013,8,3,33
2010,10,6,10
2012,6,2,19
2020,9,17,184
2020,10,13,201
2012,5,17,25
2012,7,13,37
2010,11,6,5
2018,4,9,190
2021,5,12,191
2013,8,16,67
2011,2,22,14
2015,3,22,64
2018,6,3,81
2018,6,5,166
2012,10,5,48
2012,10,23,70
2012,10,30,55
2012,11,3,20
2012,11,23,33
2012,11,30,55
2016,11,24,108
2010,12,12,4
2012,12,22,20
2010,12,17,10
2015,2,26,138
2012,12,26,18
2011,1,22,7
2015,5,25,100
2018,1,2,102
2017,1,7,68
2011,3,18,21
2013,2,6,72
2011,3,25,18
2011,3,28,17
2020,1,1,63
2017,1,20,137
2014,5,3,38
2011,6,20,15
2020,3,25,178
2014,6,29,41
2018,9,25,168
2018,11,7,174
2016,2,8,126
2019,12,2,177
2014,4,23,119
2017,1,10,145
2019,12,12,196
2017,11,29,174
2019,12,17,169
2020,1,16,156
2021,5,17,176
2015,9,21,131
2018,6,23,80
2018,8,22,143
2018,8,29,170
2015,11,27,114
2018,9,8,73
2021,6,27,82
2015,12,11,139
2018,9,18,161
2017,12,8,148
2015,5,8,113
2014,4,30,88
2011,4,28,15
2014,5,1,107
2017,12,15,119
2017,12,18,136
2011,6,10,13
2015,5,18,118
2013,1,21,57
2020,12,24,91
2017,3,19,125
2011,9,17,18
2013,2,19,71
2017,4,17,150
2013,6,24,80
2011,12,24,3
2012,3,10,19
2018,5,5,95
2015,10,2,100
2018,6,30,53
2018,7,1,70
2021,6,12,68
2015,10,12,134
2015,10,17,70
2018,7,26,178
2015,10,27,137
2018,7,31,203
2016,1,8,127
2012,4,21,11
2020,8,12,202
2021,7,13,148
2018,10,8,151
2020,9,2,184
2012,6,17,31
2020,9,27,108
2015,1,23,114
2017,10,1,77
2015,3,26,115
2017,10,26,208
2015,3,29,78
2015,3,31,142
2017,10,31,186
2017,12,25,58
2021,1,14,174
2018,2,13,182
2015,6,14,61
2021,2,7,103
2019,1,4,129
2019,1,9,140
2019,2,23,90
2021,9,24,150
2016,5,10,171
2019,3,3,98
2021,10,5,172
2016,1,25,143
2021,10,23,85
2021,10,30,73
2019,3,23,82
2016,4,7,178
2015,12,21,106
2018,11,2,154
2018,11,12,157
2019,12,7,86
2011,4,16,12
2015,5,3,78
2020,1,14,158
2011,4,21,19
2021,6,7,145
2018,6,13,200
2018,6,18,176
2018,8,24,135
2015,11,30,121
2015,12,1,136
2015,12,6,69
2017,1,15,72
2011,4,26,23
2011,5,22,5
2011,6,15,17
2014,6,7,42
2020,12,15,167
2020,3,5,196
2018,3,1,189
2020,4,6,225
2014,7,10,96
2020,4,19,160
2011,12,22,16
2021,5,24,151
2015,8,8,56
2021,6,10,170
2015,10,7,124
2018,7,9,156
2018,7,14,84
2015,10,20,142
2017,7,12,190
2020,6,25,202
2015,10,24,61
2018,9,30,74
2016,1,5,134
2021,7,5,117
2017,7,29,69
2018,10,6,63
2016,1,10,76
2021,7,10,74
2014,12,28,42
2021,7,23,161
2021,7,30,129
2021,8,1,76
2012,7,21,20
2015,5,21,157
2021,1,31,105
2021,2,17,174
2015,6,17,137
2021,2,22,186
2018,12,27,86
2016,3,29,135
2016,4,2,80
2019,1,19,67
2021,9,22,172
2019,2,27,170
2018,10,21,95
2021,9,29,141
2021,10,25,158
2019,1,26,71
2019,1,29,207
2016,4,12,182
2019,4,24,185
2009,10,3,2
2011,12,27,16
2009,11,17,2
2010,1,31,2
2009,9,23,5
2010,2,15,3
2010,10,28,8
2009,11,22,2
2009,12,15,4
2010,4,9,3
2010,4,4,2
2010,2,22,5
2013,5,11,32
2012,4,14,17
2013,5,12,36
2013,12,18,80
2014,1,2,60
2016,9,11,67
2017,2,28,183
2011,7,14,19
2017,3,13,162
2017,4,10,165
2020,4,28,235
2017,4,11,202
2011,10,6,19
2011,11,5,13
2011,11,30,28
2011,12,31,7
2012,1,7,7
2016,8,27,55
2010,6,20,3
2014,1,19,54
2019,9,21,77
2016,10,2,61
2019,9,28,90
2014,2,1,48
2016,10,27,149
2010,11,17,12
2019,11,11,157
2011,2,1,17
2015,2,18,133
2010,4,3,3
2020,5,20,225
2014,10,6,110
2014,1,27,107
2019,10,2,177
2020,9,19,105
2013,6,2,27
2010,7,25,6
2015,2,9,111
2019,10,20,89
2014,2,11,99
2014,2,12,122
2021,5,10,172
2010,9,17,8
2020,7,27,184
2019,10,19,80
2019,10,27,74
2020,8,21,156
2014,12,13,44
2012,5,6,19
2012,5,7,25
2017,8,26,65
2017,9,18,189
2020,10,11,95
2012,7,4,31
2012,7,6,50
2012,8,12,13
2013,8,9,66
2021,5,11,188
2010,11,7,2
2013,8,18,29
2013,9,1,28
2015,9,13,64
2012,8,30,44
2012,9,3,30
2012,9,4,31
2012,9,13,42
2012,9,22,20
2012,9,23,18
2012,10,11,55
2017,10,8,78
2012,10,29,46
2012,12,1,24
2016,11,26,70
2020,11,9,181
2016,12,9,137
2017,11,5,107
2014,3,27,111
2021,3,10,206
2021,3,12,183
2011,3,20,4
2011,2,25,14
2011,2,26,6
2014,4,1,115
2019,11,21,176
2019,12,27,91
2011,6,17,15
2017,2,12,75
2014,6,26,106
2011,8,6,8
2011,8,7,10
2018,11,6,159
2015,3,24,131
2019,12,9,149
2017,10,24,173
2019,12,19,150
2019,12,20,124
2018,4,16,199
2018,6,15,148
2018,6,16,71
2021,6,9,159
2018,9,7,167
2015,12,12,58
2017,12,7,181
2011,4,25,10
2013,1,14,48
2018,2,2,186
2020,12,26,69
2020,3,22,108
2011,12,23,21
2013,6,27,79
2020,6,12,180
2018,7,8,66
2020,6,21,101
2018,7,24,175
2020,6,28,103
2015,11,2,154
2018,8,5,60
2015,11,4,143
2015,12,30,93
2017,7,27,157
2020,8,10,145
2020,8,11,190
2021,7,6,161
2021,7,17,85
2021,7,24,72
2017,9,9,71
2015,1,24,60
2012,7,23,49
2017,10,25,182
2021,1,21,188
2021,1,28,168
2021,1,29,176
2015,6,15,124
2021,2,19,173
2021,2,20,115
2013,2,2,35
2016,3,14,163
2016,3,15,175
2019,1,16,166
2019,2,24,94
2019,3,5,151
2016,5,12,166
2021,10,15,148
2021,10,16,80
2019,3,15,164
2019,3,16,103
2010,9,25,5
2009,4,30,1
2009,5,13,1
2009,9,3,2
2010,7,26,13
2009,10,1,4
2010,5,26,4
2009,10,10,1
2010,2,13,4
2010,7,10,1
2010,4,22,2
2010,2,4,2
2009,12,8,3
2009,9,20,1
2009,10,26,1
2010,3,11,2
2019,4,22,140
2009,9,18,2
2010,5,22,3
2009,10,28,1
2011,1,29,7
2010,4,26,6
2010,3,3,7
2008,9,16,1
2009,4,4,1
2010,6,8,4
2010,2,5,1
2010,1,9,1
2011,1,17,10
2011,1,19,15
2011,2,12,4
2011,2,17,20
2011,2,27,8
2019,11,22,178
2019,12,29,56
2011,5,4,16
2014,6,12,101
2011,8,29,27
2011,8,31,19
2014,7,27,60
2018,11,4,103
2016,2,11,148
2015,9,16,163
2015,8,3,125
2018,4,14,98
2018,8,17,129
2015,11,15,76
2018,9,13,181
2020,1,19,83
2017,12,13,168
2020,2,2,95
2015,5,13,131
2018,1,29,193
2011,6,30,11
2011,7,3,4
2017,2,23,147
2020,12,20,91
2011,7,30,6
2015,6,9,133
2021,1,4,126
2011,8,22,21
2021,3,30,183
2011,8,26,23
2021,4,3,92
2011,9,22,22
2011,10,18,29
2020,5,4,261
2021,5,22,94
2021,6,15,173
2018,7,19,170
2015,10,22,156
2020,6,23,245
2012,3,30,38
2020,6,30,192
2015,10,29,152
2020,7,3,129
2018,8,2,167
2012,4,3,40
2012,4,16,26
2014,11,30,66
2015,12,28,84
2014,12,3,125
2021,7,15,155
2021,7,18,96
2021,7,25,70
2012,5,22,32
2016,1,13,128
2020,9,29,208
2016,2,13,53
2020,10,25,120
2012,7,28,13
2018,2,8,197
2021,1,9,80
2021,2,4,199
2021,2,9,161
2013,2,1,52
2021,2,24,175
2016,3,24,151
2019,1,14,124
2021,9,14,158
2016,5,5,119
2021,10,10,82
2019,3,21,205
2019,4,17,195
2019,4,19,155
2009,11,24,3
2009,2,18,1
2011,10,8,5
2010,1,14,4
2009,11,9,2
2009,9,13,2
2009,11,4,4
2010,12,22,2
2009,7,6,1
2010,6,13,3
2010,2,20,2
